korok_id,korok_found,korok_location,korok_num,korok_type,korok_coord_start,korok_coord_end,korok_desc,
646,0,Gerudo Highlands,58,*,"-3942, 3162, 0321",,,
647,0,,,,"-4189, 3374, 0242",,,
648,0,Hebra Mountains,1,,"-4037, 3365, 0265",,Melt the small chunk of ice found on this Icefall Foothills cliff using a campfire or other fire effect to melt the ice. Pick up the small rock revealed by the melted ice chunk to reveal a Korok.,
649,0,Hebra Mountains,2,,"-3839, 3416, 0295",,"Stand on the chopped Korok stump with a leaf engraved on it. An orb of yellow light will soar into the air over to -4173, 3816, 0218, and turn into a target landing pad. Jump off the Korok stump and immediately deploy your Paraglider. Do not let your feet touch the ground at any point, not even to jump off the first cliff. If your feet touch the ground, the puzzle will immediately reset. Using the upward wind current between the first coordinates and the second coordinates, drift over to the landing pad on the opposite western cliff.",
650,0,Hebra Mountains,3,,"-3575, 3268, 0388",,"At the top of Hebra North Summit, you can find a chunk of ice. Use a campfire or other fire effect to melt the ice chunk. Pick up the rock revealed from the melted ice chunk to reveal the Korok.",
651,0,Hebra Mountains,4,,"-3468, 3472, 0481",,"On this small plateau northwest of Hebra North Crest you will see a glittering trail of lights and leaves running. Catch up to this glittering effect and press ""A"" to examine and reveal a Korok.",
652,0,Hebra Mountains,5,,"-3414, 3508, 0436",,"Step onto the Korok tree trunk at -3428, 3799, 0245, and a yellow orb will shoot off to the northwest (located at -3507, 3836, 0236), turning into a circle of yellow orbs that slowly disappear over time. Sprint along the ridge of rocks and pass through the ring before time runs out to reveal a Korok.",
653,0,Hebra Mountains,6,,"-3971, 3735, 0183",,"Chop down the Korok dandelion stalk near Sherfin's Secret Hot Spring using a sharp weapon. Drop down to the ground directly below, using your paraglider to ease the landing. Look up to see where the dandelion tuft is floating, and catch midair before it can hit the ground.",
654,0,Hebra Mountains,7,,"-3974, 3713, 0183",,"You will find a little Korok stuck to a backpack at the coordinates listed below. Drop them onto the snowy valley floor using Ultrahand and let them roll all the way down the slope to the west towards Biron Snowshelf where their friend has set up camp beside some half-buried Zonai ruins (at -4123, 3430, 0222). You could also carry the Korok using Ultrahand!",
655,0,Hebra Mountains,8,,"-4509, 3462, 0260",,"Walk onto the yellow flower beside a tree here, to the east of Biron Snowshelf. Walk towards each ascending yellow flower until you find the final white flower on top of the half-buried ruins to the east (at coordinates -3772, 3342, 0340).",
656,0,Hebra Mountains,9,,"-4422, 3215, 0391",,Climb to the top of the withered tree near the Drocnoc's Pass Well and pick up the rock sitting at the center of the branches.,
657,0,Hebra Mountains,10,,"-4632, 2820, 0242",,Use Ascend to phase through the wooden stump and emerge at the top of the cliff to reveal a Korok.,
658,1,Hebra Mountains,11,Lift the Rock,"-4331, 2601, 0336",,Pick up the small rock tucked in between the crevice of the large rock outcrop just east of the Gatakis Shrine in Rito Village.,
659,0,Hebra Mountains,12,,"-4066, 2506, 0019",,Climb up the withered tree near Passer Hill and pick up the rock sitting at the center of the branches.,
660,0,Hebra Mountains,13,,"-4116, 2414, -0013",,"Find the missing rock located up on a nearby cliff at coordinates -4009, 1656, 0173 and place it in the gap of the rock circle located at the coordinates below.",
661,0,Hebra Mountains,14,,"-4253, 2147, 0018",,"Stand on the Korok stump platform on this floating platform in the Rising Island Chain. Use Tulin's Gust ability to Paraglide over to the ring of yellow orbs at coordinates -2990, 3142, 0842. Walk or glide through the ring of yellow orbs to reveal a Korok.",
662,0,Hebra Mountains,15,,"-3850, 2736, 0029",,"Find the Korok with a backpack stuck atop a hill at the coordinates below. You will find his friend to the west, at coordinates -3233, 2682, 0243. You can carry them their using the Ultrahand ability or contruct a Zonai contraption to wheel them along using nearby Zonai devices.",
663,0,Hebra Mountains,16,,"-3752, 2797, 0137",,"Up on this snowy cliffside on the eastern portion of the Biron Snowshelf, you will find a statue made a small cubes. The cube statue needs to be completed with a missing piece in order to be perfectly symmetrical. Use Ultrahand and rotate the missing statue piece found to the north of the statue as the screenshot above shows and insert the piece into the gap.",
664,0,Hebra Mountains,17,,"-3794, 3027, 0246",,"You will find three little statues standing under a wooden scaffolding in this western section of the Biron Snowshelf. They need a little shelter from the snow, so why not make them a roof? You can find two smaller pallets of wood near the statues, and another larger and small wood pallet up on the sheer black cliff to the north of the statues. Assemble a roof using Ultrahand by attaching two small narrow wood pallets to the single large wood pallet.",
665,0,Hebra Mountains,18,,"-3792, 2319, 0178",,"At the very top of this tall narrow cliff in the Biron Snowshelf, you can find a single small rock. Pick up the rock to reveal a Korok.",
666,0,Hebra Mountains,19,,"-3676, 2466, 0320",,"On the underside of a tall, narrow cliff stretching over the Biron Snowshelf valley, you can see a small Korok stump. Use Ascend while standing beneath the Korok stump to phase through the cliff to the topside. A Korok will be revealed.",
667,0,Hebra Mountains,20,,"-3566, 2256, 0151",,"At the top of this small plateau west of Hebra Tundra in the Hebra Mountains, you will find a small chunk of ice. Melt the ice chunk using a campfire or other Fire effect to reveal a small rock. Pick up a small rock to discover a Korok.",
668,0,Hebra Mountains,21,,"-3292, 2442, 0404",,"On a narrow cliff overlooking the south side of the Goflam's Secret Hot Spring, a small pinwheel can be found spinning. Stand near this pinwheel to reveal a balloon puzzle. Balloons with targets will appear in a circle all around you, moving slowly in clockwise circles. Shoot each balloon to solve the puzzle.",
669,0,Hebra Mountains,22,,"-3162, 2465, 0374",,"On a cliff overlooking the Goflam's Secret Hot Spring from the southeast, you will find a group of four trees. One of these trees is bare and stripped of all branches and leaves. Climb to the very top of this tree and you will see a small spot of glittering light and leaves. Continue to climb until you are near enough to examine the spot and reveal a Korok.",
670,0,Hebra Mountains,23,,"-3048, 2359, 0016",,"Inside the Hebra Great Skeleton Cave, found a bit southeast of Hebra North Summit, you will find a giant ice chunk against the far east wall. Melt it to reveal a large piece of vertebrae bone. Attach the vertebrae in the correct position in the missing spot in the skeletons spine. Climb up to the skeleton's head, and jump off on the north side. You will find a Korok balloon in the skeleton's left eye. Shoot the balloon to reveal a Korok.",
671,0,Hebra Mountains,24,,"-3157, 2691, 0594",,"Inside the Hebra Great Skeleton Cave, found a bit southeast of Hebra North Summit, you will find a giant ice chunk against the far east wall. Melt it to reveal a large piece of vertebrae bone. Attach the vertebrae in the correct position in the missing spot in the skeletons spine. Climb up to the skeleton's head, and jump off of the south side. You will find a Korok balloon in the skeleton's right eye. Shoot the balloon to reveal a Korok.",
672,0,Hebra Mountains,25,,"-3351, 2992, 0515",,"Southwest of Sherfin's Secret Hot Spring and north of Hebra West Summit, along the western edge of Hebra, you can find a cube-shaped metal sculpture with a missing piece. The piece beside it needs to be inserted in the proper orientation in order to make the sculpture symmetrical. Use Ultrahand to rotate the piece and insert it as shown in the screenshot above to reveal a Korok.",
673,0,Hebra Mountains,26,,"-3002, 3219, 0582",,"On the topmost summit of Hebra West Summit, you will find a Korok stump. Step on it, and a orb of a light will shoot off down the ridge to the south and turn into a ring of yellow orbs at -4418, 3181, 0369. You must use your Paraglider to sail through the ring before it fades. Use Vow of Tulin, Sage of Wind to gain a Gust of speed to reach the circle of orbs in time.",
674,0,Hebra Mountains,27,,"-2604, 3235, 0388",,"Southwest of the Tauyosipun Shrine by Hebra West Summit, you will find a small pinwheel spinning on a snowy ridge. Step up to the pinwheel and three moving balloons with targets will appear. Shoot each of the three balloons to reveal a Korok.",
675,0,Hebra Mountains,28,,"-2481, 2748, 0511",,"Atop the southmost summit of the Hebra West Summit area, you will find a small, hollowed tree stump with a cork inside. The cork is attached to a chain with another cork at the other end. Use Ultrahand on the nearby boulders to attach the boulder to the opposite end of the chain to pull the cork free of the hollow tree stump.",
676,0,Hebra Mountains,29,,"-2796, 2877, 0600",,"Northeast of the docks on the south end of Lake Kilsie, you will find a large ring of small rocks with two missing spots. You can find the missing rocks using Ultrahand to the east and west of the rock circle. Use Ultrahand to carry the missing rocks and place them into the open spots in the rock circle.",
677,0,Hebra Mountains,30,,"-3063, 2854, 0429",,"At the southmost dock in Lake Kilsie, south of Hebra West Summit (at coordiantes -4259, 2174, -0010) you will find a Korok with a backpack atop a small hill. Use the raft by the dock and the sail left by the Hudson Construction housing materials cache along the shoreline to the east to build a raft to sail across the lake to the Korok's friend on the small island beside the next set of docks at coordinates -4116, 2414, -0013.",
678,0,Hebra Mountains,31,,"-4479, 1943, 0162",,"Up on the cliffs overlooking the southmost dock of Lake Kilsie, you can find three small stone statues underneath a short scaffold. Use the wooden pallets found by a cliff to the west and with Ultrahand attach them to make a roof to place above the scaffold.",
679,0,Hebra Mountains,32,,"-4124, 1936, 0198",,"On a small cliff on the north end of Lake Kilsie, above the eastern shoreline, you can find a small chunk of ice. Use a campfire or other Fire effect to melt the ice chunk and reveal a small rock. Pick up the small rock to reveal a Korok.",
680,0,Hebra Mountains,33,,"-4107, 2048, 0189",,"In the valley east of the the north end of Lake Kilsie, you can find a small cliff jutting out from the north. Sitting on top of that cliff you can find a small rock. Pick up the small rock to reveal a Korok.",
681,0,Hebra Mountains,34,,"-3957, 2036, 0207",,"In a small corner of the Biron Snowshelf you can find a small stone statue underneath a scaffold. You need to build a roof that fits the scaffold. You can find two smaller pallets of wood up on the sheer Zonai rocks along the cliffs above to the north, and a Zonai sled at the very top of the cliff and a bit further north by some Zonai ruins. Be careful while exploring this area! A Frost Gleeok patrols the skies, and will attack if you get too near.",
682,0,Hebra Mountains,35,,"-4062, 1793, 0187",,Atop the roof of the Flight Range in Dronoc's Pass you can find a yellow Korok flower. Walk over the flower and follow the trail of yellow flowers that appear around the edge of the roof and then up to the final white flower on the roof's spire. You can use the winds generated from the Flight Range to reach the roof of the tower or even glide down after launching from the Rospro Pass Skyview Tower.,
683,0,Hebra Mountains,36,,"-4170, 1696, 0110",,"At the very top of the mountain north of thhe Rospro Pass Skyview Tower, you can find a small rock covered in sharp vines. You can burn the vines away using a campfire, or throwing an item such as a Firefruit or Red Chuchu Jelly to ignite the flammable vines. Once the vines are gone, you can pick up the small rock to reveal a Korok.",
684,0,Hebra Mountains,37,,"-4224, 1739, 0124",,"Climb on top of the Hebra Trailhead Lodge, located just southeast of the Rospro Pass Skyview Tower. On top of the chimney, you can see a glittering spot of leaves. Climb atop the chimney and examine this spot to reveal a Korok.",
685,0,Hebra Mountains,38,,"-3876, 1760, 0106",,"At the top of one the mountain peak south of Corvash Peak at coordinates -3328, 2302, 0403, you can find a Korok tree stump. Step on the tree stump, and a ring of yellow orbs will appear to the north on Corvash Peak at coordinates -3292, 2442, 0404. Use your Paraglider to race over to the north peak before the ring of yellow orbs disappears. You can use the Vow of Tulin, Sage of Wind ability to ride a gust of wind taking you to your final destination quicker.",
686,0,Hebra Mountains,39,,"-3613, 1878, 0402",,"On a cliff northeast of Corvash Peak, you can find a ring of small stones on the ground, but one stone in the ring is missing. You can find the missing stone behind a larger boulder to the south, near the cliff's edge. Use Ultrahand or carry the rock to place it in the gap of the stone circle.",
687,0,Hebra Mountains,40,,"-3772, 1867, 0259",,"Near the north dock on the Hebra Plunge lake, there is a stone statue made of small cubes. On section of the statue is missing, and the missing piece can be found on the ground to the east. You must place the missing piece of the cube statue in the position and rotation indicated in the screenshot above to make the cube statue symmetrical.",
688,0,Hebra Mountains,41,,"-3696, 1684, 0193",,"Climb the singlular pine tree at the top of Talanto Peak. At the very top of the pine tree, you can see a glittering spot of leaves. Once you are close enough, you can examine the glittering spot to reveal a Korok.",
689,0,Hebra Mountains,42,,"-3550, 1753, 0183",,"At the peak of this mountain in the southern area of Hebra Tundra, a bit west of Coldsnap Hollow, you can find a small rock. Pick up the small rock to reveal a Korok.",
690,0,Hebra Mountains,43,,"-3086, 2119, 0121",,"Clinging on the ceiling of the cave entrance of the Hebra Mountains Northwest Cave, north of Coldsnap Hollow, you can find an upside down Korok tree stump. Use Ascend to phase through the tree stump and travel through to the top of the cliff to reveal a Korok.",
691,0,Hebra Mountains,44,,"-2798, 1947, 0272",,"On a cliff overlooking the Sisuran Shrine from the south, you can find a ring of small stones surrounded a white birch tree. There is a gap in the ring of small stones, and you can find the missing rock atop some boulders just a bit south.",
692,0,Hebra Mountains,45,,"-4249, 3127, 0194",,"On top of one of the southeast cliffs of Hebra Peak, overlooking the Kopeeki Drifts, you will find a stone statue made up of smaller cubes. A missing piece of the statue is nearby, and it must be placed onto the statue in the correction orientation to make the statue symmetrical. Rotate the missing statue piece using Ultrahand as shown in the screenshot above and place it into the gap of the statue to reveal a Korok.",
693,0,Hebra Mountains,46,,"4795, 3755, 1184",,"On a snow drift directly beneath Hebra Peak to the southwest, you can find a Korok with a backpack. Their buddy is sending up a smoke signal further up the cliff on top of a Zonai ruin. To the northwest, you will find a Bokoblin and Zonai Soldier camp, with some metal platforms and a balloon that can be used to create a makeshift air balloon with Ultrahand. Float to the top of the Zonai ruin on the cliffside and drop the Korok onto the cliff using Ultrahand. Place them next to their friend to unlock two Korok seeds.",
694,0,Hebra Mountains,47,,"4614, 2283, 1298","4653, 2137, 1237","Atop the southern plateau in Coldsnap Hollow, you can find a design made out of many small rocks on the ground, appearing as four rupees pointing to compass directions. However, one stone is missing from the southmost stone design. You can find the missing small rock behind a boulder near the cliff to the south. Use Ultrahand or carry the missing small stone and place it in the gap of the southern design to reveal a Korok.",
695,0,Hebra Mountains,48,,"3662, 1409, 1167",,"Along the coast of Hebra, northwest of Passer Hill, there is a craggy plateau. You can see a couple different wood signs with red arrows pointing you towards the center of the plateau. One of these arrows points directly to a glittering Korok spot. Climb up the southeast crag on this plateau, and walk up to the spot the arrow across the way points to. A glittering spot of leaves will be revealed, and examining the spot will reveal a Korok.",
696,0,Hebra Mountains,49,,"3414, 0616, 1548",,"On the small mountain northwest of Passer Hill, there is a small valley. At the bottom of the valley is a circle of small stone statues with a yellow Korok flower in the center. Step onto the yellow flower, and another will appear behind one of the statues. As you follow the flowers, they will keep appearing behind different statues in the ring, until a white one appears. Walk over the white Korok flower to reveal the Korok.",
697,0,Hebra Mountains,50,,"3496, 0578, 1193",,"On a cliff a bit northwest from the West Lake Totori Cave, you can find a sculpture made up of small cubes in the shape of a pyramid. A missing piece sits nearby. Use Ultrahand to pick up and rotate the missing piece to the sculpture in the orientation shown in the screenshot above and place it in the gap of the pyramid sculpture to make it perfectly symmetrical.",
698,0,Hebra Mountains,51,,"3233, 0460, 0940",,"Directly to the right as you approach the entrance of the West Lake Totori Cave (up on the cliffside just off the road leading from Dronoc's Pass), there is a small rock sitting up on a shelf of snow. Pick up the rock to reveal a Korok.",
699,0,Hebra Mountains,52,,"4578, -0908, 1128",,"Under a small mountain pass just northeast of the Dragon Bone Mire, you can spot a Korok stump clinging to the underside of the clifface. Use Ascend to travel through the tree stump and emerge on the other side to reveal a Korok.",
700,0,Hebra Mountains,53,,"4818, -0821, 1939",,"On a small island in the Dragon Bone Mire, surrounded by bubbling tar, there is a small rock. Use your Paraglider to drift across onto the island without touching the tar surrounding it. Pick up the rock to find a Korok.",
701,0,Hebra Mountains,54,,"4748, -1154, 1828",,"Underneath the spine of the dragon bones in the northwest corner of Dragon Bone Mire, you can spot a yellow Korok flower. Step onto the flower and another flower will appear on the skeleton. Climb up the skeleton following the yellow flowers, until a white Korok flower appears on top of one of the dragon skeleton ribs. Walk onto the white flower last to reveal a Korok.",
702,0,Hebra Mountains,55,,"2049, 1197, 1287",,"On one of the cliffs overlooking Lake Totori from the southwest, there is a sculpture made up of smaller cubes with a missing piece to one side. Use Ultrahand to rotate the missing piece and insert it into the gap of the sculpture so that it is perfectly symmetrical.",
703,0,Hebra Mountains,56,,"1690, 1198, 1151",,"On top of Vah Medoh's Perch in Rito Village, or the long narrow cliff looming over Rito Village that points north, there is a small rock. Pick up the rock to reveal a Korok. You can use Ascend to scale the cliffs around Rito Village to reach the top of Vah Medoh's Perch!",
704,1,Hebra Mountains,57,,"0346, -1755, 2280",,"In the divet atop one of the massive pillars surrounding Rito Village to the west, you can find two small statues standing beneath a scaffold with an incomplete roof. Use the nearby pallet of wood and place it onto the top of the scaffold in the orientation shown in the screenshot above using Ultrahand to complete the roof. You can Paraglide down to this pillar from the top of Rito Village, also known as ""Vah Medoh's Perch"".",
705,0,Hebra Mountains,58,,"0519, -1321, 1418",,"Atop one of the smaller pillars surrounding Rito Village to the southwest, you can find a small rock. Pick up the rock to reveal a Korok.",
706,0,Hebra Mountains,59,,"0251, -0823, 1443",,"On top of one of the pillars in the southeast corner of Rito Village you can find a Korok pinwheel spinning. Step up to the pinwheel and a balloon with a target painted on it will appear, rotating through the air in a clockwise motion. Shoot the balloon to find a Korok. You can get to the top of this pillar from the ground using the Ascend ability!",
707,0,Hebra Mountains,60,,"0113, -1078, 1416",,"In the lower, western section of Hebra Plunge, a man-made stone pillar stands out in the middle of the water. On top of the pillar is a rock, and if you pick it up, you will find a Korok.",
708,1,Hebra Mountains,61,Rock Formation,"0020, -1261, 1418",,On a small island in the east section of Hebra Plunge you will see a bare tree surrounded by a ring of small stones with one rock missing. You can find the missing rock to the east by the water's edge of the small island. Use Ultrahand or carry the stone over and place it in the gap of the stone circle to reveal a Korok.,
709,0,Hebra Mountains,62,,"0022, -1558, 1451",,On a small island in the east section of Hebra Plunge you will see a bare tree surrounded by a ring of small stones with one rock missing. You can find the missing rock to the east by the water's edge of the small island. Use Ultrahand or carry the stone over and place it in the gap of the stone circle to reveal a Korok.,
710,0,,,,"0259, -1679, 1386",,,
711,0,Lomei Sky Labyrinth Korok Seed,1,,"0455, -1543, 1358",,"To collect this Korok Seed, head to the Lomei Sky Labyrinth and use the updraft to reach the top of the labyrinth walls. Once atop the walls, head to the northeastern corner of the labyrinth to find a leaf-marked log. Step on the log and a small projectile will shoot out and fall toward the Surface. Dive after the projectile, and when you catch it, youâ€™ll be rewarded with a Korok Seed.",
712,0,Sky Mine Korok Seed,1,,"0444, -1784, 1445",,"This Korok Seed is found on the small sky island just north of the Sky Mine in the Akkala Sea Sky. To reach the area, launch from the Ulri Mountain Skyview Tower and glide east to land on the square-shaped area attached to the Flux Construct site in the Sokkala Sky Archipelago. Attach the loose Batteries to the pre-made aircraft found here, then fly up to the Sky Mine. After safely landing on the Sky Mine, turn the catapult to face the north, and sling yourself onto the small sky island. Here, youâ€™ll discover a leaf-marked log. Step on the log and a projectile will shoot out and land on the Sky Mine. To collect this Korok Seed, glide over to the target that landed on the Sky Mine without touching the ground.",
713,0,Sokkala Sky Archipelago Korok Seed,1,,"0548, -1584, 1482",,"This Korok Seed is located on the small sky island south of the Natak Shrine in the Sokkala Sky Archipelago. To get up to the Sokkala Sky Archipelago, launch from the Ulri Mountain Skyview Tower, then glide east to land in the square-shaped area attached to the Flux Construct site. Hop aboard the pre-made aircraft, then use it to fly up to the higher sky islands to the south. When you reach the area near the Natak Shrine, use the center catapult to shoot yourself toward the southern sky island with a lone tree. On this island, youâ€™ll discover a leaf-marked log. Step on the log, then dive to catch the projectile and youâ€™ll earn yourself a Korok Seed.",
714,0,Wellspring Island (Water Temple),1,,"0620, -1653, 1502",,"This Korok Seed is found underneath the staircase in front of the long waterfall that leads to the main Water Temple area. When you reach the area beneath the staircase, walk onto the ledge nearest the waterfall to find a pinwheel. Approach the pinwheel to trigger a firing practice minigame, then shoot the balloons that appear in the waterfall to earn this Korok Seed.",
715,0,Wellspring Island (Water Temple),2,,"0622, -1524, 1443",,"This Korok Seed is found at the end of a long southeastern walkway on the lowest level of Wellspring Island. To get to this area, start at the Igoshon Shrine on the eastern side of Wellspring Island, then walk to the southeastern ledge. Look down, and you should spot the long walkway directly below you. Glide onto the end of the walkway and examine the sparkling leaves circling the area to collect your Korok Seed.",
716,1,Lanayru Sky Archipelago Korok Seed,1,,"0761, -1341, 1603",,"This Korok Seed can be earned by completing the challenge found on the tiny sky island southwest of Wellspring Island. To get to this area, launch from the Upland Zorana Skyview Tower, then glide east to land on the sky island pictured above. Here, youâ€™ll find a leaf-marked log. Step on the log, then a projectile will appear and plummet. Dive after the projectile and catch it to earn this Korok Seed.",
717,0,South Lanayru Sky Archipelago,1,,"0376, -1731, 2352",,"This Korok Seed is found on the small sky island that sits between the Sihajog and Mayanas Shrines. To add this Korok Seed to your inventory, reach the Mayanas Shrine, then jump off the northwestern edge to land on the sky island pictured above. Alternatively, fast travel to the Sihajog Shrine, then simply glide onto the southeastern sky island. When you reach the island, step on the leaf-marked log, then dive to catch the falling projectile and youâ€™ll collect this Korok Seed.",
718,0,South Lanayru Sky Archipelago,2,,"0309, -1439, 2021",,"To earn this Korok Seed, youâ€™ll need to reach the top of the high sky island on the northeastern end of the South Lanayru Sky Archipelago. Once here, approach the pinwheel hiding in the northeastern tree stump to trigger a shooting gallery minigame. Shoot all three balloons and your aiming prowess will be rewarded with this Korok Seed.",
719,0,South Lanayru Sky Archipelago,3,,"0463, -0881, 1446",,"To get your hands on this Korok Seed, fast travel to the Mayanas Shrine, then turn the center catapult to face southeast. Use the catapult to launch yourself over the Device Dispenser and onto the small sky island pictured above. When you reach the island, step on the leaf-marked log, then dive down to catch the projectile and youâ€™ll earn this Korok Seed.",
720,1,South Eldin Sky Archipelago,1,,"0421, -1497, 1498",,"This Korok Seed is found on the small eastern sky island in the South Eldin Sky Archipelago. To add this Korok Seed to your inventory, glide east to land on the South Eldin Sky Archipelago, then make your way toward the eastern sky islands. Use the catapult here to launch yourself onto the sky island pictured above, and when you land, walk to the northeastern edge of the island. Climb down the northeastern edge, then climb onto the leaf-marked log to obtain this Korok Seed.",
721,0,South Eldin Sky Archipelago,2,,"0284, 1960, 0752",,"The second Korok Seed in the South Eldin Sky Archipelago can be earned by shooting the acorn dangling from a broken railing on the westernmost sky island. To get here, launch from the Eldin Canyon Skyview Tower, then land on the low island immediately to the east. When you reach the cart-filled sky island, follow the railings leading north and peer over the edge to shoot the hanging acorn.",
722,0,Great Sky Island,1,,"0526, 2751, 1859",,"Behind you in the Room of Awakening (the very first room you awaken in), beneath the roots of a tree. You'll have to return to this spot after you have left the island, as it's not there the first time you awake. Interact with the sparkling leaves.",
723,0,Great Sky Island,2,,"-1400, -1518, 1030",,Nearby a large tree in the ruins. Follow the flower as it disappears and reappears,
724,0,Great Sky Island,3,,"-0793, -1601, 0936",,"North of Ukouh Shrine. On the upper ledge near the ruins, catch the sparkling leaf trail.",
725,0,Great Sky Island,4,,"-0682, 3535, 1185",,On the tiny island in a lake on the north-west side of the region. Lift the solitary stone on the island to reveal the Korok hiding beneath it.,
726,0,Great Sky Island,5+6,,"-1666, 3282, 0974",,"By the bank of the river, next to the railway tracks. Build a hanging cart (use Ultrahand to stick hooks and logs together, and hang the platform from the rails) and bring the Korok to his friends on the island to the west. You'll receive two Korok Seeds for this.",
727,0,Great Sky Island,7,,"-1716, 3561, 0987","-1683, 3572, 0986","Climb up the ledge behind In-isa Shrine. Then, look climb up the large tree there and look inside. Lift the rock there.",
728,0,Great Sky Island,8,,"-3218, 3377, 1372",,"Instead of crossing the river to the east when you get there, go south to see floating blocks over a gap. Use Ultrahand to move the floating blocks to climb up to the area above, and into the large tree there. Or, paraglide down from above once you have it. Burn the pile of leaves in the center with a Fire Fuit (Hold R and press up on the D-pad to choose Fire Fruit).",
729,0,Great Sky Island,9,,"-3103, 3259, 0865","-2990, 3141, 0842","After crossing the body of water with your crafted raft, look for a pile of cracked, breakable rocks on the floor. Fuse a rock to a weapon to break them, and jump down below. Shoot an arrow at the floating balloon down there.",
730,0,Great Sky Island,10+11,,"-3915, 2876, 0732",,"By a rail on the same tiny island as a Zonai Device Dispenser is a lone Korok searching for his friend. Use Ultrahand to place a cart on top of the rail heading south. Then, attach a Fan Zonai Device on the back of it. Pick up the Korok with Ultrahand, put it in the cart, then get in as well. Activate the Fan to be pushed across the gap. Pick the Korok back up and drop it by its friend to get two Korok Seeds.",
731,0,Great Sky Island,12,,"-3063, 2136, 0693","-3101, 2142, 0647","Once in the snowy area in the southeast, look for an open cube made of blocks. Use Ultrahand to pick up the block next to it and rotate it so it fits - place it where it belongs.",
732,0,Great Sky Island,13,,"-3598, 0977, 1816",,"On the top of a rocky mound in the snowy area in the southeast, look for a dandelion. Attack it, then jump off the ledge to catch the seed before it hits the ground.",
733,0,Great Sky Island,14,,"-3621, 0997, 1662",,"Underneath the large platform - on the same level as the freezing river to the north. Accessible by using the Motorboats to cross the freezing river, or by using the Paraglider to jump down from the Bottomless Cave. Use Ultrahand to place the plus-sign-shaped block back where it belongs.",
734,0,Great Sky Island,15,,"-3611, 1029, 1815","-3643, 1047, 1793","After completing Gutenbac Shrine, you'll have Ascend. Go beneath the ledge hanging on the giant tree nearby the shrine and Ascend all the way to the top. From there, move the stray rock back into the circle formation.",
735,0,Great Sky Island,16,,"-3959, 0649, 1505","-3959, 0690, 1501","Look at the top of the giant hollow tree trunk, above the Nachoyah Shrine at the highest point on the Great Sky Island on the south end. Stand on the lilypad and examine it.",
736,0,Great Sky Island,17,,"-3374, 0012, 2324","-3369, -0050, 2283","Paraglide, or use a Wing Zonai Device, down from the ledge by Nachoyah Shrine to this island at the center of the Great Sky Island below. Either dive from the air into the circle of lilypads in the lake or dive down from the ledge above it. Sprint and press A to dive.",
737,0,Great Sky Island,18,,"-1715, -3577, 1185",,Look behind and below the Temple of Time to the north. You'll see a small wooden stump sticking out of the top part of the pillar with leaf icons. Use the Ascend ability to ascend through the pillar.,
738,0,Great Sky Island,19,,"-1829, -1918, 1200","-1929, -1823, 1147","Paraglide, or use a Wing Zonai Device, down from the ledge by Nachoyah Shrine to this island (or from Great Sky Island Korok Seed 17). Look for the circle of stones around a tree on the northside of the tiny island, and return the stray stone to the spot to complete the circle.",
739,0,Bravery Island Korok Seed,1,,"0126, -2501, 0691",,"To collect this Korok Seed, make your way to the top of Bravery Island â€“ the spiraling sky island in the North Hyrule Sky Archipelago. Next, glide onto the small sky island just southeast of the Device Dispenser to discover a leaf-marked log. Step on the log, then dive down to collect the projectile. and the Korok Seed is yours.",
740,0,North Hyrule Sky Archipelago Korok Seed,1,,"0966, -3185, 0715",,"This Korok Seed can be earned by completing the short challenge on the small sky island east of the Mayam Shrine in the North Hyrule Sky Archipelago. To reach the area, launch from the Thyphlo Ruins Skyview Tower and glide south to land on the island highlighted above. After landing safely, climb down the southern edge of the sky island and shimmy onto the leaf-marked log to collect the Korok Seed.",
741,0,South Hyrule Sky Archipelago,1,,"1328, -3404, 0464",,"This Korok Seed can be obtained by climbing onto the Korok log on the southern end of the small sky island floating above and west of the Flux Construct site in the South Hyrule Sky Archipelago. To get to this sky island, launch from the Hyrule Field Skyview Tower, then glide southwest to land on the Flux Construct site. Sprint over to the square-shaped area southwest of the Flux Construct, then use the pre-made aircraft to fly directly upward. Once high enough, glide toward the sky island highlighted above, and climb the southern edge to reach the leaf-marked log and collect your reward.",
742,1,South Hyrule Sky Archipelago,2,,"1300, -1977, 0628","1335, -2061, 0592","This Korok Seed is found in a tree stump on the higher island on the eastern end of the South Hyrule Sky Archipelago. Use the directions from the previous entry to reach the main sky island in the archipelago that houses the Jinodok Shrine. Point the catapult east toward the Device Dispenser then launch yourself to land on the sky island highlighted above. Look into the tree stump, burn the leaves inside, then lift the revealed rock to collect this Korok Seed.",
743,0,North Lomei Castle Top Floor Korok Seed,1,,"1676, -1897, 0693",,"To earn this Korok Seed, make your way to the North Lomei Castle Top Floor in the Hebra Sky, then use the updraft to reach the top of the labyrinth walls. Head to the eastern corner of the labyrinth, and in the corner just past the chest, youâ€™ll discover a leaf-marked log. Step on the log, to shoot out a projectile, then dive down to catch it and youâ€™ll receive this Korok Seed.",
